Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
419133;18275071000162;POSTAL SADE CAIXA DE ASSISTNCIA E SADE DOS EMPREGADOS DOS CORREIOS;POSTAL SADE;Autogesto;SHS;QUADRA 2 ;BLOCO B,  n 2 - Ed. TELEX - 1 e 2 and;ASA SUL;Braslia;DF;70312970;61.0;34256777.0;;ans@postalsaude.com.br;ELI PINTO DE MELO JNIOR;DIRETOR PRESIDENTE;1.0;2013-09-25
421413;28187357000140;PP HEALTH ADMINISTRADORA DE BENEFCIOS LTDA-ME;PP HEALTH ADMINISTRADORA DE BENEFCIOS;Administradora de Benefcios;Rua Buenos Aires;441;Sala 33;Batel;Curitiba;PR;80250070;41.0;30166153.0;;diretoria@pphealth.com.br;MAREDITH PEREIRA RIBEIRO SELL;SCIA ADMINISTRADORA;1.0;2018-11-28
422959;41929347000109;PRESERVE SAUDE ASSISTENCIA MEDICA LTDA;PRESERVE;Medicina de Grupo;PC GIL MOREIRA;1.0;EDIF GIL MOREIRA SALA 4;RECREIO;Vitria da Conquista;BA;45020360;;;;diretoria@preservesaude.com.br;ANUCHE DE BRITO LIRA;REPRESENTANTE LEGAL;;2021-08-24
384844;2072276000100;PREST ODONTO LTDA;PREST ODONTO LTDA;Odontologia de Grupo;RUA CORONEL JOO LEME;688;EV. 3;CENTRO;Bragana Paulista;SP;12900161;;;;diretoria@prestodonto.com.br;JOO BOSCO MUNIZ SIMON;SCIO ADMINISTRADOR;6.0;1999-01-07
410420;3310432000197;PREV-DONT ODONTOLOGICA LTDA.;PREV-DONT;Odontologia de Grupo;RUA CORONEL. FRANCISCO PEREIRA;385;SALA 02;MESSEJANA;Fortaleza;CE;60840290;85.0;30771259.0;4742060.0;prevdont@gmail.com;JOS ALONSO PALMEIRA DIAS;DIRETOR PRESIDENTE;5.0;2000-01-21
413267;4234059000103;PREVENT SENIOR CORPORATE OPERADORA DE SADE LTDA.;;Medicina de Grupo;AVENIDA BRIGADEIRO LUIZ ANTONIO;3521;14 ANDAR;JARDIM PAULISTA;So Paulo;SP;1401001;1.0;131479192.0;131479191.0;juridico.rs@preventsenior.com.br;EDUARDO FAGUNDES PARRILLO;ADMINISTRADOR;4.0;2001-03-07
302147;461479000163;PREVENT SENIOR PRIVATE OPERADORA DE SADE LTDA;PREVENT SENIOR;Medicina de Grupo;AVENIDA BRIGADEIRO LUIZ ANTNIO;3521;15 ANDAR;JARDIM PAULISTA;So Paulo;SP;1401001;11.0;50700770.0;33721579.0;ps.ans@preventsenior.com.br;FERNANDO FAGUNDES PARRILLO;ADMINISTRADOR;4.0;1998-12-22
421804;29628003000156;PREVER ADMINISTRADORA DE BENEFCIOS LTDA;PREVER ADMINISTRADORA DE BENEFCIOS LTDA;Administradora de Benefcios;RUA ALFERES POLI;1681;;Rebouas;Curitiba;PR;80220050;41.0;21051370.0;;wellington.alves@preverbeneficios.com.br;WELLINGTON FRANCISCO ALVES;Diretor;4.0;2019-09-02
374440;56269913000162;PREVIDENT ASSISTNCIA ODONTOLGICA S.A;PREVIDENT;Odontologia de Grupo;Rua Funchal;538;SL 24;Vila Olmpia;So Paulo;SP;4551060;11.0;33230733.0;;comercial@prevident.com.br;JOS HERMICESAR BRILHANTE PALMEIRA;ADMINISTRADOR;4.0;1999-01-05
403636;3073235000100;PREVINA ODONTOLOGIA LTDA;PREVINA;Odontologia de Grupo;RUA CAMILO CHAGAS;275;SALA 2;CENTRO;Conchal;SP;13835000;19.0;38663680.0;38661448.0;adm@previnaodonto.com.br;AUGUSTO RAIMUNDO RIBEIRO;ADMINISTRADOR;6.0;1999-04-19
418307;13951333000148;PREVISO ADMINISTRADORA DE BENEFCIOS LTDA.;;Administradora de Benefcios;RUA DA QUITANDA;70;6 ANDAR - PARTE;CENTRO;Rio de Janeiro;RJ;20011030;21.0;25090180.0;;contato@previsaobeneficios.com.br;ERNESTO SAMUEL FLORIANO DA CRUZ CIAMPOLINI;ADMINISTRADOR;4.0;2011-11-21
416525;8787782000162;PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA;PRIMA VIDA;Odontologia de Grupo;AVENIDA RIO BRANCO;123;SALA 2106 A 2111;CENTRO;Rio de Janeiro;RJ;20040005;21.0;32994501.0;;primavida@primavida.com.br;KLBER BERNARDES DA SILVA;SCIO GERENTE;3.0;2008-01-30
424161;49168700000189;PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.;;Medicina de Grupo;AV JOSE MANARA;450;SALA 201;FIM DO CAMPO;Jarinu;SP;13240000;11.0;934282221.0;;jampereira@hnj.com.br;JOSOE AUGUSTO GOMES MARQUES PEREIRA;SOCIO ADMINISTRADOR;;2024-10-14
310522;2752923000125;PROASA - PROGRAMA ADVENTISTA DE SADE;ADVENTIST HEALTH;Medicina de Grupo;AV L3 SUL;611;SGAS MOD. 75/76;ASA SUL;Braslia;DF;70200710;51.0;33451818.0;33457778.0;secretaria.proasa@proasa.org.br;GILNEI VIVEIRO DE ABREU;DIRETOR GERAL;3.0;1998-12-18
424251;56211050000172;PROLIFE ADMINISTRADORA  DE SAUDE LTDA;;Administradora de Benefcios;RUA MADRE MARIA VICTORIA;90;SALA 302;CHARITAS;Niteri;RJ;24370035;21.0;96422522.0;;mariageraldine@elegibilidadebrasil.org;MARIA GERALDINE COUCEIRO;ADMINISTRADORA;;2024-12-16
326861;15214919000155;PROMDICA - PROTEO MEDICA A EMPRESAS S.A.;PROMEDICA;Medicina de Grupo;RUA SOL NASCENTE;43 ;ED. CENTRO MDICO EMPRESARIAL VITRAUX  S;FEDERAO;Salvador;BA;40210760;71.0;32719103.0;32719104.0;promedica.ans@promedica.com.br;JORGE ANTONIO DUARTE OLIVEIRA;DIRETOR ADMINISTRATIVO-FINANC;3.0;1998-12-17
417475;51628360000173;PRONTO SOCORRO CONDE DE MOREIRA LIMA;CAS - CONTRATO DE ASSISTNCIA  SADE;Medicina de Grupo;RUA DOM BOSCO;562;;CENTRO;Lorena;SP;12600100;12.0;33011408.0;;gerente.administrativo@caslorena.com.br;MARIO TEIXEIRA DA SILVA;DIRETOR ADMINISTRATIVO;6.0;2010-08-03
305626;22666341000133;PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A;PLANO DE SAUDE SAO LUCAS;Medicina de Grupo;AV. AFONSO PENA;544;SALA 01;CENTRO;Montes Claros;MG;39400098;38.0;32183000.0;;ans@saolucas.org;DILSON DE QUADROS GODINHO NETO;PRESIDENTE;5.0;1998-12-22
301728;20168589000149;PRONTOMED PLANOS DE SADE LTDA;PRONTOMED LTDA.;Medicina de Grupo;AV. SETE DE SETEMBRO;1161;;CENTRO;Divinpolis;MG;35500011;37.0;351232013216.0;35123209.0;prontomed@prontomedmg.com.br;WALDEMAR HENRIQUE RAUSCH JUNIOR;SOCIO GERENTE;5.0;1998-12-23
421383;29846400000102;PROPULSO PLANOS ODONTOLGICOS LTDA;PROPULSO PLANOS ODONTOLGICOS;Odontologia de Grupo;AV ADVOGADO HORACIO RACCANELLO FILHO;6170;SALA 5;ZONA 01;Maring;PR;87045200;;;;rodrigo@propulsaodental.com.br;RODRIGO DUENHA PORTA;SCIO ADMINISTRADOR;6.0;2018-09-12
422533;35365314000172;PROVER ODONTOLOGIA LTDA;PROVER ODONTO;Odontologia de Grupo;RUA DA PAZ;483;;JARDIM DOS ESTADOS ;Campo Grande;MS;79020250;37.0;34425831.0;;ericsson@proversaude.com.br;ERICSSON FLAVIO CAVALCANTI;DIRETOR;3.0;2020-12-10
422193;35148586000110;PRUDENTE ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefcios;AVENIDA SENADOR FEIJ;686;SALA 731;VILA MATHIAS;Santos;SP;11015504;13.0;32240030.0;;notificacao@prudenteadministradora.com.br;BRAULIO DE SOUSA LIMA;ADMINISTRADOR;6.0;2020-03-26
422703;32543196000157;PS ASSISTENCIA LTDA;MEU DENTISTA;Odontologia de Grupo;Avenida Eldes Scherrer Souza;975;Sala 801;Parque Residencial Laranjeiras;Serra;ES;29165680;27.0;30655232.0;;vinicius.franco@meudentista.com.br;EDUARDO LUIZ NASCIMENTO PONTES;Administrador;5.0;2021-05-11
417173;7658098000118;QUALICORP ADMINISTRADORA DE BENEFCIOS S.A.;;Administradora de Benefcios;AVENIDA PAULISTA;1.106;12 ANDAR - PARTE;BELA VISTA;So Paulo;SP;1310914;11.0;31914081.0;;juridico_regulatorio_5@qualicorp.com.br;EDUARDO RIBEIRO FARIA DE OLIVEIRA;REPRESENTANTE;1.0;2010-02-12
419290;17698381000127;QUALICORP CLUBE DE SADE ADMINISTRADORA DE BENEFCIOS LTDA.;QUALICORP;Administradora de Benefcios;AVENIDA PAULISTA;1.106;12 ANDAR -  PARTE;BELA VISTA;So Paulo;SP;1310914;11.0;31913876.0;;juridico_regulatorio_5@qualicorp.com.br;EDUARDO RIBEIRO FARIA DE OLIVEIRA;REPRESENTANTE ;2.0;2014-02-21
417131;10456692000130;QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ;QUALIDONTO;Odontologia de Grupo;AV. TANCREDO NEVES;620;Salas 1805 e 1806;CAMINHO DAS RVORES;Salvador;BA;41820020;71.0;32762562.0;;danilo@qualidonto.com.br;DANILO AUGUSTO SANTOS CASTRO;SOCIO ADMINISTRADOR;5.0;2009-11-25
420999;27323544000140;QUALISAUDE ADMINISTRADORA DE BENEFCIOS S/A;QUALISAUDE;Administradora de Benefcios;RUA JOS FRANCISCO DE SOUZA;148;2 ANDAR - SALA 202;ESPLANADA;Colatina;ES;29702640;27.0;21012847.0;;diretoria@qualisaudeadm.com.br;BERNARD DE CASTRO DALLA BERNARDINA;REPRESENTANTE LEGAL;3.0;2017-07-21
421243;28400880000102;QUALITY GOLD SADE ADMINISTRADORA DE PLANOS DE SADE LTDA-ME;QUALITY ADMINISTRADORA;Administradora de Benefcios;RUA IVO PRADO;79;LOJA 107;CAMPO GRANDE;Rio de Janeiro;RJ;23080200;21.0;20708686.0;;victordallier@gmail.com;VICTOR GOMES DALLIER;SCIO ADMINISTRADOR;;2018-09-11
418170;9433795000104;QUALLITY PR SADE PLANO DE ASSISTNCIA MDICA LTDA.;QUALLITY PR SADE;Medicina de Grupo;SRTVS QD 701 CONJUNTO L ;38;BLOCO 01, N 38, LOJAS 10 e 20, BLOCO 02;ASA SUL;Braslia;DF;70340906;;;30444408.0;dir.quallity@quallityprosaude.com.br;MISAEL ALVES DA SILVA;ADMINISTRADOR;4.0;2011-08-15
419389;19679483000120;QV BENEFCIOS EM SADE LTDA;QV BENEFCIOS;Administradora de Benefcios;RUA DO ROSRIO;1;SALA 601;CENTRO;Rio de Janeiro;RJ;20041003;21.0;22121000.0;;qvbeneficios@qvsaude.com.br;SERGIO SOUTELINHO DE AMORIM;ADMINISTRADOR;3.0;2014-05-05
420271;25205234000104;R.M.I. OPERADORA DE SADE INTEGRADA LTDA;FENIX MEDICAL;Medicina de Grupo;RUA PAULO ANTONIO DO NASCIMENTO;110;QD F - LOTE 08;JARDIM COLINA - PORTAL DA ;Sorocaba;SP;18047400;;;;assistenteadm@fenix.med.br;ADALTON MURARO DELANHESI;SCIO ADMINISTRADOR;6.0;2016-11-08
418196;13785956000198;RAMED ADMINISTRADORA DE BENEFICIOS LTDA.;RAMED ADMINISTRADORA DE BENEFICIOS LTDA.;Administradora de Benefcios;RUA SETE DE ABRIL;97;11 ANDAR;REPBLICA;So Paulo;SP;1043000;;32188500.0;;caho8@hotmail.com;CAMILA ALEJANDRA HENRIQUEZ OYARCE;SCIA ADMINISTRADORA;;2011-09-13
418862;68737857000122;RBS PARTICIPAES S/A;;Autogesto;AV. RICO VERSSIMO;400;;MENINO DEUS;Porto Alegre;RS;90160180;51.0;32186234.0;;caf@gruporbs.com.br;DEISY BORGES DE OLIVEIRA;REPRESENTANTE LEGAL;;2013-05-16
331317;34269803000168;REAL GRANDEZA - FUNDAO DE PREVIDNCIA E ASSISTNCIA SOCIAL;;Autogesto;RUA MENA BARRETO;143;;BOTAFOGO;Rio de Janeiro;RJ;22271100;21.0;25286912.0;25286938.0;presidencia@frg.com.br;SRGIO WILSON FERRAZ FONTES;REPRESENTANTE LEGAL PERANTE A ANS;4.0;1999-01-05
423513;42115166000101;REAL GRANDEZA SADE;;Autogesto;RUA MENA BARRETO;143;ANDAR 8;BOTAFOGO;Rio de Janeiro;RJ;22271100;;;;rgs@frg.com.br;SRGIO WILSON FERRAZ FONTES;REPRESENTANTE LEGAL PERANTE A ANS;;2022-12-26
418773;16757674000175;RENASCER ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefcios;AVENIDA DAS AMERICAS;500;BLOCO 23 SALA 215;BARRA DA TIJUCA;Rio de Janeiro;RJ;22640100;21.0;35531692.0;;leonardo@unimedicasaude.com;LEANDRO DA SILVEIRA SANTOS;SCIO-ADMINISTRADOR;6.0;2013-01-11
418692;13746922000194;RESOLVE ADMINISTRADORA DE BENEFCIOS LTDA;RESOLVE ADMINISTRADORA DE BENEFCIOS LTDA;Administradora de Benefcios;RUA TREZE DE MAIO;527;SALA AB;CENTRO;Teresina;PI;64001150;86.0;30852160.0;32225809.0;resolveadm@resolveadministradora.com.br;SARA JAMES DA SILVA MENESES;SOCIA ADMINISTRADORA;3.0;2012-12-10
422878;39870673000138;RG SADE ADMINISTRADORA DE BENEFICIOS LTDA;RG SADE;Administradora de Benefcios;RUA OMAR CINTRA DAMIO ;355;;VILA DINIZ;So Jos do Rio Preto;SP;15013260;17.0;32238880.0;;ribeiroegoulart@gmail.com;TIAGO HENRIQUE GOULART;diretor;6.0;2021-07-09
417149;3524677000117;RIBERDENTE SERVIOS ODONTOLGICOS S/S LTDA;;Odontologia de Grupo;RUA LUIZ DA CUNHA;736;;VILA TIBRIO;Ribeiro Preto;SP;14050040;16.0;36258278.0;;parceriariberdente@hotmail.com;RONALDO DONISETTI DE OLIVEIRA;SCIO PROPRIETRIO - ADMINISTR;6.0;2009-11-25
421359;29910807000143;RIO DOCE SADE;RIO DOCE SADE;Medicina de Grupo;Avenida Presidente Vargas;1198;;Centro;Linhares;ES;29900210;27.0;21031750.0;;assessoria@riodocesaude.com.br;DALZISO ANTONIO ARMANI;Presidente;5.0;2018-08-15
415243;7154253000169;RODRIGUES LEIRA ODONTOLOGIA LTDA.;SERMED ODONTO;Odontologia de Grupo;RUA EPITCIO PESSOA;1.722;;CENTRO;Sertozinho;SP;14160180;16.0;35111601.0;;joana.odonto@sermedsaude.com.br;ANTONIO CATRUNFO LEIRA;SOCIO DIRETOR;6.0;2005-08-03
415821;67989434000137;ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA.;ROPE;Odontologia de Grupo;RUA PEDRO DE TOLEDO;980;CJ.16;VILA CLEMENTINO;So Paulo;SP;4039020;11.0;55791829.0;55791829.0;ropeodontologia@terra.com.br;RONALDO PETITI JUNIOR;DIRETOR;4.0;2006-11-17
324493;69259356000140;S.P.A SAUDE- SISTEMA DE PROMOO ASSISTENCIAL;SISTEMA PAULISTA DE ASSISTNCIA SADE;Autogesto;RUA MAESTRO CARDIM;1191;8 ANDAR;PARASO;So Paulo;SP;1323001;11.0;31463131.0;;spa.ans@spasaude.org.br;RICARDO DE OLIVEIRA GARCIA;SUPERINTENDENTE ;2.0;1998-12-17
420981;27113113000150;S1 OPERADORA DE PLANO DE SADE LTDA;S1 SADE;Medicina de Grupo;SCS QUADRA 03 BLOCO A;107;1 AND SL. 101 ED. ANTONIA A. P. DE SOUS;ASA SUL;Braslia;DF;70303907;61.0;32215300.0;;Raquel@s1saude.com.br;RAQUEL SILVA ESPIRITO SANTO DE SOUSA;DIRETORA;4.0;2017-11-27
418439;14452934000179;SAFE LIFE ADMINISTRADORA DE BENEFCIOS LTDA;;Administradora de Benefcios;RUA CONSELHEIRO CRISPINIANO ;53;10 ANDAR - Conjuntos 101 e 102;REPBLICA;So Paulo;SP;1037001;11.0;35243100.0;;safelife@safelife.com.br;NILSON LANA MACHADO FILHO;ADMINISTRADOR;4.0;2012-03-14
423815;51212821000122;SAGRADA SADE ASSISTNCIA MDICA LTDA;PLANO SAGRADA SAUDE;Medicina de Grupo;Av Minas Gerais;90;loja 11;Miranda;Araguari;MG;38444128;;;;diretoriaadm@sagradasaude.com.br;PEDRO HENRIQUE OLIVEIRA ASCENCAO;Diretor Jurdico;;2024-01-02
419567;19663787000108;SALUPLAN ADMINISTRADORA DE BENEFCIOS LTDA;SALUPLAN ADMINISTRADORA DE BENEFCIOS LTDA;Administradora de Benefcios;CALADA ALDEBAR;153;2 ANDAR, Sl 22, PARTE, CENTRO DE APOIO ;ALPHAVILLE;Santana de Parnaba;SP;6541055;11.0;31275400.0;31275443.0;LUCIANO@MEZZOPLANEJAMENTO.COM.BR;LUCIANO BASTOS;SCIO-ADMINISTRADOR;6.0;2014-10-06
422746;40038813000195;SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA;;Medicina de Grupo;Av Dr Jos Bonifcio Coutinho Nogueira;150;Trreo;Jd. Madalena;Campinas;SP;13091611;19.0;981572304.0;;adilson@salusmedsaude.com.br;JOS ADILSON BONATTO;Diretor;6.0;2021-05-11
422860;41397957000109;SALUTY ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefcios;Avenida Ator Jos Wilker;605;bloco B - Sala 659;Jacarepagu;Rio de Janeiro;RJ;22775024;;;;leonardo@unimedicasaude.com;PABLO DAMIAO DA SILVA SANTOS;SCIO ADMINISTRADOR;6.0;2021-06-14
424421;58324562000170;SALVE SADE ADMINISTRADORA DE BENEFCIOS LTDA;SALVE SADE;Administradora de Benefcios;Rua do Rosrio;01;5 Andar;Centro;Rio de Janeiro;RJ;20041003;21.0;22112043.0;;paulo@salvesaude.com.br;PAULO ROBERTO GONZAGA CAMPOS;ADMINISTRADOR;;2025-03-24
415901;41369935000127;SAME-SERVIO DE ASSISTNCIA MDICA EMPRESARIAL LTDA.;SAME;Medicina de Grupo;RODOVIA 222 - KM 02;S/N;;JARDIM AMRICA;Aailndia;MA;65930000;99.0;35381750.0;35381038.0;samemedicina19@gmail.com;FRANCISCO DE ASSIS BANDEIRA;REPRESENTANTE JUNTO A ANS;6.0;2007-01-29
335614;31466949000105;SAMEDIL SERVIOS DE ATENDIMENTO MDICO S/A;MEDSENIOR;Medicina de Grupo;RUA PEDRO FONSECA;170;;MONTE BELO;Vitria;ES;29053280;27.0;30255505.0;;samedil@medsenior.com.br;MAELY GUILHERME BOTELHO COELHO FILHO;DIRETOR ADMINISTRATIVO FINANCEIRO;4.0;1998-12-30
367095;84537141000138;SAMEL PLANO DE SADE LTDA;SAMEL;Medicina de Grupo;RUA JOAQUIM NABUCO;1666;;CENTRO;Manaus;AM;69020031;92.0;21292200.0;21292256.0;contabilidade@samel.com.br;LUS ALBERTO SALDANHA NICOLAU;DIRETOR EXECUTIVO;5.0;1998-12-29
422398;36567721000125;SAMI ASSISTNCIA MDICA LTDA;;Medicina de Grupo;ALAMEDA VICENTE PINZON;54;SALAS 11A E 11 B;VILA OLIMPIA;So Paulo;SP;4547130;11.0;993645067.0;;nadja.ferreira@samisaude.com;NADJA ARAUJO FERREIRA;GERENTE;4.0;2020-09-10
340162;42425561000182;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA;SAMIG SADE ;Medicina de Grupo;Estrada do Dend;563;Tau;ILHA DO GOVERNADOR;Rio de Janeiro;RJ;21920000;21.0;33839444.0;;regulacao.ans@samig.com.br;ANDERSON DA SILVA MARQUES;Scio Administrador;4.0;1998-12-28
343676;33721226000130;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MDICA E ODONTO CIRRGICA;SAMOC;Medicina de Grupo;RUA SILVIO ROMERO;37;;SANTA TEREZA;Rio de Janeiro;RJ;20230100;21.0;25088395.0;25088395.0;samoc@samoc.com.br;JOSE ROBERTO SCAF;DIRETOR GERAL;4.0;1998-12-17
342033;2403281000159;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA;SAMP;Medicina de Grupo;RUA PADRE ANTONIO RIBEIRO PINTO;195;SALAS 301,401 A 406 ED. GUIZZARDI CENTER;PRAIA DO SU;Vitria;ES;29052290;27.0;33349000.0;33258288.0;assessoriajuridica@samp.com.br;FBIO MINAMISAWA HIROTA;REPRESENTANTE;3.0;1998-12-22
408522;24729097000136;SANTA CASA DA MISERICRDIA DE SO JOO DEL REI;SASC SANTA CASA DE SADE COMPLEMENTAR;Filantropia;AVENIDA TIRADENTES;389;;CENTRO;So Joo del Rei;MG;36307346;3.0;233792000.0;233792051.0;ass.adm.santacasa@gmail.com;AGOSTINHO SIMOES COELHO;PROVEDOR;6.0;1999-09-23
421197;8225953000160;SANTA CASA DE MAU SADE;SANTA CASA DE MAU SADE;Medicina de Grupo;AVENIDA DOM JOS GASPAR;168;;MATRIZ;Mau;SP;9370670;11.0;55554643.0;;superintendencia@santacasamaua.org.br;HARRY HORST WALENDY FILHO;PRESIDENTE;5.0;2018-03-18
345091;59849182000112;SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;Filantropia;RUA PIRATININGA;1221;;CENTRO;So Joaquim da Barra;SP;14600000;16.0;38104000.0;38104022.0;jadestro@netsite.com.br;ANTONIO LUIS SOARES;PROVEDOR;5.0;1998-12-24
353264;59901454000186;SANTA CASA DE MISERICORDIA DE SO JOS DO RIO PARDO - HOSPITAL SO VICENTE;SANTA CASA DE MISERICORDIA DE SO JOS DO RIO PARDO - HOSPITAL S;Filantropia;RUA CEL ALIPIO DIAS;620;;CENTRO;So Jos do Rio Pardo;SP;13720000;19.0;36084000.0;36082000.0;adm@savisa.com.br;EDSON ROBERTO FURLAN;PROVEDOR;6.0;1998-12-31
342807;21575709000195;SANTA CASA DE MISERICRDIA DE JUIZ DE FORA;SANTA CASA DE MISERICRDIA DE JUIZ DE FORA;Filantropia;AV. BARO DO RIO BRANCO;3353;;PASSOS;Juiz de Fora;MG;36021630;32.0;32292239.0;32162557.0;santacasa@santacasajf.org.br;JOS SEBASTIO PEDROSA;PRESIDENTE DO CONS ADM.;5.0;1998-12-22
306045;72547623000190;SANTA CASA DE MISERICRDIA DE TUP;PLANO SANTA CASA SAUDE DE TUP;Filantropia;RUA MANOEL FERREIRA DAMIO;426;;VILA ABARCA;Tup;SP;17601901;14.0;34045555.0;;administrador@santacasatupa.org.br;CLAUDINES LUCHI ARROYO;PROVEDOR;5.0;1998-12-28
330116;72957814000120;SANTA CASA DE MISERICRDIA DE VOTUPORANGA;SANSADE;Filantropia;RUA MINAS GERAIS;3051;;SANTA ELISA;Votuporanga;SP;15500000;17.0;34059133.0;34059133.0;adm@sansaude.com.br;AMARO RICARDO QUEIROZ RODERO;Provedor;6.0;1998-12-22
344915;44945962000199;SANTA CASA DE MISERICRDIA E ASILO DOS POBRES DE BATATAIS;SANTA CASA SADE;Filantropia;AV DR. MANOEL FURTADO;235;;CENTRO;Batatais;SP;14300000;16.0;36601444.0;36601515.0;planosaude@santacasabatatais.com.br;MARIA HELENA NORI BOMBONATO;PROVEDORA;5.0;1998-12-28
422762;55990451000105;SANTA CASA DE MISERICRDIA E BENEFICNCIA PORTUGUESA;;Filantropia;RUA TIBIRIA;1172;;CENTRO;Ribeiro Preto;SP;14010090;16.0;39775501.0;;ans@beneribeiraopreto.com;RICARDO MARQUES;DIRETOR PRESIDENTE;5.0;2021-05-24
420085;23053901000147;SANTA CASA DE SADE - SCS;SCS;Medicina de Grupo;AVENIDA CEZAR HILAL;391;;BENTO FERREIRA;Vitria;ES;29050657;;;;ans@santacasadesaude.com;MARIA DA PENHA RODRIGUES D'AVILA;PROVEDORA;5.0;2016-03-30
355097;43293604000186;SANTA HELENA ASSISTNCIA MDICA S/A.;SANTA HELENA SADE;Medicina de Grupo;RUA BERING;114;;JARDIM DO MAR;So Bernardo do Campo;SP;9750510;11.0;43481111.0;43376808.0;marli.mendes@sham.com.br;ALEXANDRE GINO CAMARGO ZORNIG;Diretor;5.0;1998-12-18
400190;2282844000106;SANTO ANDR PLANOS DE ASSISTENCIA MDICA LTDA.;MEDICAL HEALTH;Medicina de Grupo;RUA DAS FIGUEIRAS;501;;CAMPESTRE;Santo Andr;SP;9080370;11.0;28987000.0;28987000.0;diretoria@medicalhealth.com.br;MARCELO JOS ISSA;REPRESENTANTE JUNTO  ANS;4.0;1999-02-08
421758;32206950000163;SANUS PLANOS ODONTOLGICOS LTDA;SANUS PLANOS ODONTOLGICOS ;Administradora de Benefcios;AVENIDA NOSSA SENHORA DA PENHA;595;SALA 1108 TORRE I;SANTA LUCIA;Vitria;ES;29056245;;;;atendimento@vixmed.adm.br;ANTONIO CARLOS GOMES;ADMINISTRADOR;3.0;2019-04-08
423106;40037284000105;SAUDE INTEGRAL ASSISTENCIA MEDICA LTDA;;Medicina de Grupo;Avenida Antnio Carlos Magalhes;3244.0;Empresarial Thom de Souza Sala 606;Caminho das Arvores;Salvador;BA;41820000;71.0;35617567.0;;diretoria.medica@novoplanosaude.com.br;PATRICIA BRANDAO PANTOJA LINS;Scio administrador;;2021-12-02
409243;3424929000136;SAUDE PAS - MEDICINA E ODONTO;SAUDE PAS;Autogesto;RUA JERNIMO COELHO;212;2 ANDAR;CENTRO;Porto Alegre;RS;90010240;51.0;30924800.0;;saudepas@saudepas.com.br;LUIZ ONOFRE MACHADO MEIRA;PRESIDENTE;4.0;1999-10-21
424145;54698763000187;SAUDE VIVA ADMINISTRADORA DE BENEFICIOS LTDA;SAUDE VIVA ADM;Administradora de Benefcios;AV IPIRANGA;313;10 ANDAR SL 04;REPUBLICA;So Paulo;SP;1046010;11.0;970794640.0;;MURILO.AZALI@MAZALICONSULTORIA.COM.BR;MURILO APARECIDO AZALI;SOCIO ADMINISTRADOR;;2024-06-24
423645;49481538000154;SAUDIA ASSISTENCIA MDICA LTDA;NEXASAUDE;Medicina de Grupo;AVENIDA JOO PINHEIRO;639;2 ANDAR;CENTRO;Uberlndia;MG;38400126;34.0;32396995.0;;grc@uniparticipacoes.com.br;LIVIA MENDES DE PAULA;DIRETORA SUPERINTENDENTE;;2023-10-30
421154;28633372000174;SADE BRASIL ASSISTNCIA MDICA LTDA.;SADE BRASIL;Medicina de Grupo;AL MAMORE;535;ESCRITRIO 1110 , 11 ANDAR ;ALPHAVILLE CENTRO INDUSTRIAL E;Barueri;SP;6454040;71.0;91353997.0;;ceo@opsaudebrasil.com.br;JANAINA ARAUJO MASCARENHAS DA SILVA;SCIA-ADMINISTRADORA;6.0;2018-03-18
414310;4859814000137;SADE BRB - CAIXA DE ASSISTNCIA ;SADE BRB;Autogesto;SETOR DE AUTARQUIAS NORTE ;QUADRA 5;LOTE C,  TORRE B,  3 ANDAR - CENTRO EMP;ASA NORTE;Braslia;DF;70040250;61.0;33251666.0;30359440.0;diretorsuperintendente@saudebrb.com.br;ELIANE DE FTIMA MONTEIRO;DIRETORA SUPERINTENDENTE;4.0;2002-05-07
423394;21164436000196;SADE PLENA ADMINISTRADORA DE BENEFCIOS LTDA;;Administradora de Benefcios;Rua Francisco de Assis;555;Apto 301;Recreio Dos Bandeirantes;Rio de Janeiro;RJ;22790530;34.0;98636348.0;;contato@admpersona.com.br;CAMILA SANTOS RODRIGUES;Administradora;6.0;2022-11-21
